class,method,descriptor,tier,orig_insn_count,recomp_insn_count,insn_diff,category,description,first_diff_idx,orig_context,recomp_context
zombie/creative/creativerects/OpenSimplexNoise,eval,(DDD)D,STRUCTURAL,1951,1943,-8,BLOCK_REORDER,"Likely block reorder (sim=99.6%), added={}, removed={'dload': 4, 'dstore': 4}",87,   142: dstore 38 |    144: dconst_0  | >>>145: dstore 58 |    147: dload 32 |    149: dconst_1 ,   142: dstore 38 |    144: dconst_0  | >>>145: dstore 40 |    147: dload 32 |    149: dconst_1 
zombie/creative/creativerects/OpenSimplexNoise,eval,(DDDD)D,STRUCTURAL,4887,4907,20,BLOCK_REORDER,"Likely block reorder (sim=99.6%), added={'iload': 12}, removed={'dload': 2, 'dstore': 4, 'dup': 12, 'dup2': 2}",114,   188: dstore 49 |    190: dconst_0  | >>>191: dstore 87 |    193: dload 41 |    195: dconst_1 ,   188: dstore 49 |    190: dconst_0  | >>>191: dstore 51 |    193: dload 41 |    195: dconst_1 
zombie/debug/DebugLogStream,printException,(Ljava/lang/Throwable;Ljava/lang/String;Ljava/lang/String;Lzombie/debug/LogSeverity;)V,SORTED_MULTISET,101,105,4,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+1, return diff=-1",1,   0: aload_1  | >>>1: ifnonnull 11 |    4: aload_0  |    5: ldc #249,   0: aload_1  | >>>1: ifnonnull 13 |    4: aload_0  |    5: ldc #252
zombie/erosion/ErosionConfig,readFile,(Ljava/lang/String;)Z,SORTED_MULTISET,495,493,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'goto': 2, 'aload_3': 1, 'invokevirtual': 1, 'ireturn': 1, 'iconst_1': 1}",22,   38: astore 4 |    40: aload 4 | >>>42: ifnonnull 48 |    45: goto 1284 |    48: aload 4,   38: astore 4 |    40: aload 4 | >>>42: ifnonnull 51 |    45: aload_3  |    46: invokevirtual #278
zombie/erosion/ErosionMain,initConfig,()Z,STRUCTURAL,217,216,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'373': 1, '392': 1, 'goto': 1, 'ifne': 1, 'return': 1}",0,>>>0: ldc_w #373 |    3: astore_1  |    4: getstatic #60,>>>0: ldc_w #371 |    3: astore_1  |    4: getstatic #60
zombie/erosion/categories/NaturePlants,replaceExistingObject,(Lzombie/iso/IsoGridSquare;Lzombie/erosion/ErosionData$Square;Lzombie/erosion/ErosionData$Chunk;ZZ)Z,STRUCTURAL,199,200,1,RECOMP_EXTRA_INSN,"Recomp has extra: ifne, ldc, aload",10,   15: iload 7 |    17: iconst_1  | >>>18: if_icmplt 484 |    21: aload_1  |    22: invokevirtual #83,   15: iload 7 |    17: iconst_1  | >>>18: if_icmplt 487 |    21: aload_1  |    22: invokevirtual #83
zombie/erosion/categories/NatureTrees,init,()V,STRUCTURAL,294,294,0,CONST_POOL_DIFF,52 constant pool refs differ,55,   74: astore_1  |    75: aload_0  | >>>76: getfield #219 |    79: iconst_5  |    80: aaload ,   74: astore_1  |    75: aload_0  | >>>76: getfield #217 |    79: iconst_5  |    80: aaload 
zombie/erosion/season/ErosionIceQueen,setRoofSnow,()V,STRUCTURAL,431,429,-2,ORIG_EXTRA_INSN,"Original has extra: iload_2, istore_3, if_icmpgt",368,   674: iload_2  |    675: sipush 176 | >>>678: if_icmpge 813 |    681: iload_2  |    682: istore_3 ,   674: iload_2  |    675: sipush 176 | >>>678: if_icmpge 814 |    681: iload_2  |    682: sipush 136
zombie/fileSystem/DiskFileDevice$DiskFile,seek,(Lzombie/fileSystem/FileSeekMode;J)Z,SORTED_MULTISET,42,42,0,OPCODE_DIFF,4 opcode differences: #30 lload_2->aload_0; #31 aload_0->getfield; #32 getfield->invokevirtual,30,   76: lstore_2  |    77: goto 90 | >>>80: aload_0  |    81: getfield #47 |    84: invokevirtual #94,   76: lstore_2  |    77: goto 90 | >>>80: lload_2  |    81: aload_0  |    82: getfield #47
zombie/fileSystem/FileSystemImpl,cancelAsync,(I)V,SORTED_MULTISET,86,85,-1,ORIG_EXTRA_INSN,"Original has extra: return, ifeq, goto",2,   0: iload_1  |    1: iconst_m1  | >>>2: if_icmpne 6 |    5: return  |    6: iconst_0 ,   0: iload_1  |    1: iconst_m1  | >>>2: if_icmpne 8 |    5: goto 183 |    8: iconst_0 
zombie/fileSystem/FileSystemImpl,runAsync,(Lzombie/fileSystem/FileSystemImpl$AsyncItem;)I,SORTED_MULTISET,45,44,-1,ORIG_EXTRA_INSN,"Original has extra: ifeq, goto, invokestatic",15,   25: iconst_1  |    26: invokevirtual #168 | >>>29: ifeq 82 |    32: aload_1  |    33: aload_0 ,   25: iconst_1  |    26: invokevirtual #168 | >>>29: ifne 38 |    32: invokestatic #172 |    35: goto 20
zombie/fileSystem/FileSystemImpl,updateAsyncTransactions,()V,SORTED_MULTISET,173,172,-1,ORIG_EXTRA_INSN,"Original has extra: ifeq, goto, invokestatic",69,   142: iconst_1  |    143: invokevirtual #168 | >>>146: ifeq 301 |    149: iconst_1  |    150: istore_2 ,   142: iconst_1  |    143: invokevirtual #168 | >>>146: ifne 155 |    149: invokestatic #172 |    152: goto 137
zombie/fileSystem/FileSystemImpl,hasWork,()Z,SORTED_MULTISET,36,32,-4,BRANCH_INV_RESTRUCTURED,1 inv + 17 other opcode diffs (block reorder),15,   27: iconst_1  |    28: invokevirtual #168 | >>>31: ifeq 64 |    34: aload_0  |    35: getfield #45,   27: iconst_1  |    28: invokevirtual #168 | >>>31: ifne 40 |    34: invokestatic #172 |    37: goto 22
zombie/gameStates/AnimationViewerState,fromLua1,(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,24,22,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_3': 1, 'iconst_m1': 1, 'istore': 1, 'aload_3': 1, 'iload': 1}",0,>>>0: aload_1  |    1: astore_3  |    2: iconst_m1 ,>>>0: iconst_m1  |    1: istore_3  |    2: aload_1 
zombie/gameStates/AttachmentEditorState,fromLua0,(Ljava/lang/String;)Ljava/lang/Object;,STRUCTURAL,24,22,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_2': 1, 'iconst_m1': 1, 'istore_3': 2, 'aload_2': 2, '28': 1, 'iload_3': 1, '60': 1}",0,>>>0: aload_1  |    1: astore_2  |    2: iconst_m1 ,>>>0: iconst_m1  |    1: istore_2  |    2: aload_1 
zombie/gameStates/AttachmentEditorState,fromLua1,(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,51,49,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_3': 1, 'iconst_m1': 1, 'istore': 2, 'aload_3': 2, '28': 1, 'iload': 1, '60': 1}",0,>>>0: aload_1  |    1: astore_3  |    2: iconst_m1 ,>>>0: iconst_m1  |    1: istore_3  |    2: aload_1 
zombie/gameStates/ChooseGameInfo,getMapDetails,(Ljava/lang/String;)Lzombie/gameStates/ChooseGameInfo$Map;,SORTED_MULTISET,172,174,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'astore': 1, 'aconst_null': 1, 'aload_2': 1}",55,   114: aconst_null  |    115: astore 5 | >>>117: aload 4 |    119: invokevirtual #77 |    122: dup ,   114: aconst_null  |    115: astore 5 | >>>117: aconst_null  |    118: astore 6 |    120: aload 4
zombie/gameStates/ChooseGameInfo,readModInfoAux,(Ljava/lang/String;)Lzombie/gameStates/ChooseGameInfo$Mod;,SORTED_MULTISET,509,514,5,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+3, return diff=+0",1,   0: aload_0  | >>>1: ifnull 1296 |    4: getstatic #40 |    7: aload_0 ,   0: aload_0  | >>>1: ifnull 1303 |    4: getstatic #40 |    7: aload_0 
zombie/gameStates/ConnectToServerState,WorkshopQuery,()V,STRUCTURAL,71,72,1,RECOMP_EXTRA_GOTO,Recomp has 2 extra goto(s),3,   1: getfield #423 |    4: invokevirtual #501 | >>>7: ifeq 132 |    10: aload_0  |    11: getfield #423,   1: getfield #423 |    4: invokevirtual #501 | >>>7: ifeq 134 |    10: aload_0  |    11: getfield #423
zombie/gameStates/ConnectToServerState,FromLua,(Ljava/lang/String;)V,STRUCTURAL,54,53,-1,ORIG_EXTRA_RETURN,Original has extra return,12,   24: aload_1  |    25: invokevirtual #629 | >>>28: ifeq 67 |    31: aload_0  |    32: getfield #77,   24: aload_1  |    25: invokevirtual #629 | >>>28: ifeq 69 |    31: aload_0  |    32: getfield #77
zombie/gameStates/ConnectToServerState$WorkshopItem,update,()V,STRUCTURAL,16,15,-1,ORIG_EXTRA_INSN,"Original has extra: 61, goto",9,   2: 47  |    3: 54  | >>>4: 61  |    40: aload_0  |    41: invokevirtual #35,   2: 47  |    3: 54  | >>>4: 58  |    40: aload_0  |    41: invokevirtual #35
zombie/gameStates/ConnectToServerState$WorkshopItem,CheckItemState,()V,STRUCTURAL,130,130,0,GOTO_RETURN_SWAP,7 goto/return swaps: #24 goto->return; #31 goto->return; #83 goto->return,14,   30: lload_1  |    31: invokevirtual #76 | >>>34: ifne 73 |    37: getstatic #53 |    40: aload_0 ,   30: lload_1  |    31: invokevirtual #76 | >>>34: ifne 77 |    37: getstatic #53 |    40: aload_0 
zombie/gameStates/ConnectToServerState$WorkshopItem,DownloadPending,()V,STRUCTURAL,58,57,-1,ORIG_EXTRA_RETURN,Original has extra return,21,   37: lload_3  |    38: invokevirtual #76 | >>>41: ifeq 117 |    44: iconst_2  |    45: newarray long,   37: lload_3  |    38: invokevirtual #76 | >>>41: ifeq 116 |    44: iconst_2  |    45: newarray long
zombie/gameStates/DebugChunkState,fromLua2,(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,53,51,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_1': 1, 'astore': 1, 'aload': 2, '64': 1}",0,>>>0: aload_1  |    1: astore 4 |    3: iconst_m1 ,>>>0: iconst_m1  |    1: istore 4 |    3: aload_1 
zombie/gameStates/DebugChunkState,lineClearCached,(Lzombie/iso/IsoCell;IIIIIIZ)Lzombie/iso/LosUtil$TestResults;,STRUCTURAL,489,483,-6,BLOCK_REORDER,"Likely block reorder (sim=98.8%), added={}, removed={'iload': 3, 'istore': 3}",0,>>>0: iload 5 |    2: istore 9 |    4: iload 6,>>>0: iload 7 |    2: istore 9 |    4: iload 6
zombie/gameStates/DebugGlobalObjectState,renderScene,()V,SORTED_MULTISET,127,129,2,OPCODE_DIFF,2 opcode differences: #93 fstore->dup; #94 ldc_w->fstore,0,>>>0: getstatic #234 |    3: aload_0  |    4: getfield #27,>>>0: getstatic #232 |    3: aload_0  |    4: getfield #27
zombie/gameStates/DebugGlobalObjectState,fromLua2,(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,53,51,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_1': 1, 'astore': 1, 'aload': 2, '64': 1}",0,>>>0: aload_1  |    1: astore 4 |    3: iconst_m1 ,>>>0: iconst_m1  |    1: istore 4 |    3: aload_1 
zombie/gameStates/IngameState,exit,()V,STRUCTURAL,439,439,0,ORIG_EXTRA_INSN,"Original has extra: goto, ldc2_w, invokestatic",98,   231: fconst_1  |    232: fcmpl  | >>>233: iflt 239 |    236: goto 253 |    239: ldc2_w #938,   231: fconst_1  |    232: fcmpl  | >>>233: iflt 1141 |    236: iload_3  |    237: putstatic #681
zombie/gameStates/MainScreenState,exit,()V,STRUCTURAL,48,48,0,ORIG_EXTRA_INSN,"Original has extra: goto, ldc2_w, invokestatic",1,"   0: ldc_w #540 | >>>3: invokestatic #159 |    6: getstatic #542 |    9: invokedynamic #545,  0","   0: ldc_w #540 | >>>3: invokestatic #157 |    6: getstatic #542 |    9: invokedynamic #545,  0"
zombie/globalObjects/SGlobalObjectSystem,load,()V,SORTED_MULTISET,128,124,-4,BLOCK_REORDER,"Likely block reorder (sim=97.6%), added={'ifne': 1}, removed={'goto': 5, 'ifeq': 1}",48,   95: iload 7 |    97: bipush 71 | >>>99: if_icmpne 195 |    102: iload 8 |    104: bipush 76,   95: iload 7 |    97: bipush 71 | >>>99: if_icmpne 204 |    102: iload 8 |    104: bipush 76
zombie/input/JoypadManager,doControllerFile,(Lzombie/input/JoypadManager$Joypad;)V,STRUCTURAL,573,573,0,RECOMP_EXTRA_INSN,"Recomp has extra: ldc, goto, ifeq",0,>>>0: new #88 |    3: dup  |    4: getstatic #90,>>>0: new #84 |    3: dup  |    4: getstatic #86
zombie/inventory/CompressIdenticalItems,setCompareItem,(Lzombie/inventory/CompressIdenticalItems$PerThreadData;Lzombie/inventory/InventoryItem;)Z,SORTED_MULTISET,56,55,-1,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=-3, return diff=+0",35,   54: invokevirtual #61 |    57: pop  | >>>58: goto 81 |    61: astore 4 |    63: aload_2 ,   54: invokevirtual #61 |    57: pop  | >>>58: iconst_1  |    59: istore 5 |    61: aload_1 
zombie/inventory/CompressIdenticalItems,areItemsIdentical,(Lzombie/inventory/CompressIdenticalItems$PerThreadData;Lzombie/inventory/InventoryItem;Lzombie/inventory/InventoryItem;)Z,FUZZY_COMPUTATION,146,149,3,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=-1, return diff=+0",124,"   244: iinc 11, 1 |    247: goto 199 | >>>250: goto 283 |    253: astore 7 |    255: aload 5","   244: iinc 11, 1 |    247: goto 199 | >>>250: iconst_1  |    251: istore 11 |    253: aload_2 "
zombie/inventory/InventoryItem,DoTooltip,(Lzombie/ui/ObjectTooltip;)V,SORTED_MULTISET,1172,1172,0,BLOCK_REORDER,"Likely block reorder (sim=99.4%), added={'iinc': 2}, removed={'istore': 2, 'iload': 2, 'iadd': 2, 'bipush': 2}",1,   0: aload_1  | >>>1: invokevirtual #673 |    4: aload_1  |    5: invokevirtual #678,   0: aload_1  | >>>1: invokevirtual #671 |    4: aload_1  |    5: invokevirtual #676
zombie/inventory/InventoryItem,getReplaceOnUseOnString,()Ljava/lang/String;,SORTED_MULTISET,25,23,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_1': 1, 'astore_2': 1, 'aload_2': 1}",1,   0: aload_0  | >>>1: invokevirtual #1855 |    4: astore_1  |    5: aload_1 ,   0: aload_0  | >>>1: invokevirtual #1851 |    4: astore_1  |    5: aload_1 
zombie/inventory/ItemPickerJava,ParseSuburbsDistributions,()V,STRUCTURAL,109,109,0,GOTO_RETURN_SWAP,1 goto/return swaps: #144 goto->return,38,   97: invokevirtual #130 |    100: pop  | >>>101: goto 29 |    104: new #131 |    107: dup ,   97: invokevirtual #130 |    100: pop  | >>>101: goto 352 |    104: new #131 |    107: dup 
zombie/inventory/ItemPickerJava,fillContainer,(Lzombie/inventory/ItemContainer;Lzombie/characters/IsoPlayer;)V,SORTED_MULTISET,227,224,-3,COUNT_DIFF_-4,"Instruction count diff=-4, goto diff=+1, return diff=-5",1,   0: getstatic #486 | >>>3: ifne 18 |    6: ldc_w #491 |    9: getstatic #493,   0: getstatic #486 | >>>3: ifne 612 |    6: ldc_w #491 |    9: getstatic #493
zombie/inventory/RecipeManager,hasHeat,(Lzombie/scripting/objects/Recipe;Lzombie/inventory/InventoryItem;Ljava/util/ArrayList;Lzombie/characters/IsoGameCharacter;)Z,STRUCTURAL,77,73,-4,BRANCH_INV_RESTRUCTURED,1 inv + 3 other opcode diffs (block reorder),24,   47: aload 6 |    49: instanceof #450 | >>>52: ifeq 62 |    55: aload 6 |    57: astore 4,   47: aload 6 |    49: instanceof #450 | >>>52: ifne 58 |    55: goto 25 |    58: aload 6
zombie/inventory/RecipeManager,PerformMakeItem,(Lzombie/scripting/objects/Recipe;Lzombie/inventory/InventoryItem;Lzombie/characters/IsoGameCharacter;Ljava/util/ArrayList;)Lzombie/inventory/InventoryItem;,STRUCTURAL,524,524,0,BRANCH_INV_RESTRUCTURED,1 inv + 499 other opcode diffs (block reorder),29,   48: aload 7 |    50: invokevirtual #417 | >>>53: ifeq 67 |    56: new #485 |    59: dup ,   48: aload 7 |    50: invokevirtual #417 | >>>53: ifne 1203 |    56: aload_2  |    57: aload_1 
zombie/inventory/types/Clothing,DoTooltip,(Lzombie/ui/ObjectTooltip;Lzombie/ui/ObjectTooltip$Layout;)V,SORTED_MULTISET,838,839,1,RECOMP_EXTRA_INSN,"Recomp has extra: fstore_3, astore, astore",1,   0: fconst_1  | >>>1: fstore 4 |    3: fconst_1  |    4: fstore 5,   0: fconst_1  | >>>1: fstore_3  |    2: fconst_1  |    3: fstore 4
zombie/inventory/types/Moveable,ReadFromWorldSprite,(Ljava/lang/String;)Z,STRUCTURAL,335,337,2,OPCODE_DIFF,4 opcode differences: #172 aload_0->dup; #182 aload_0->dup; #252 aload_1->aload,27,   51: astore_2  |    52: aload_2  | >>>53: ifnull 759 |    56: aload_2  |    57: invokevirtual #124,   51: astore_2  |    52: aload_2  | >>>53: ifnull 757 |    56: aload_2  |    57: invokevirtual #124
zombie/iso/BrokenFences,addDebrisObject,(Lzombie/iso/IsoObject;Lzombie/iso/IsoDirections;)V,SORTED_MULTISET,85,87,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'astore': 1, 'aconst_null': 1, '76': 1, '97': 1, '110': 1, '131': 1}",15,   27: aload_1  |    28: invokevirtual #150 | >>>31: astore 5 |    33: getstatic #406 |    36: aload_2 ,   27: aload_1  |    28: invokevirtual #150 | >>>31: astore 4 |    33: aconst_null  |    34: astore 5
zombie/iso/CellLoader,LoadCellBinaryChunk,(Lzombie/iso/sprite/IsoSpriteManager;II)Lzombie/iso/IsoCell;,SORTED_MULTISET,148,148,0,OPCODE_DIFF,24 opcode differences: #49 aload_3->iload_1; #50 getfield->aload_3; #51 iload->getfield,19,   37: istore 4 |    39: iconst_1  | >>>40: istore 4 |    42: getstatic #462 |    45: ifne 252,   37: istore 4 |    39: iconst_1  | >>>40: istore 5 |    42: getstatic #462 |    45: ifne 256
zombie/iso/CellLoader,RecurseMultitileObjects,(Lzombie/iso/IsoCell;Lzombie/iso/IsoGridSquare;Lzombie/iso/IsoGridSquare;Ljava/util/ArrayList;)V,SORTED_MULTISET,161,160,-1,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'ifne': 2, 'goto': 3, 'if_icmpeq': 1}",9,"   13: istore 6 |    15: aload 4 | >>>17: ifnull 227 |    20: aload 4 |    22: invokeinterface #689,  1","   13: istore 6 |    15: aload 4 | >>>17: ifnull 233 |    20: aload 4 |    22: invokeinterface #689,  1"
zombie/iso/ChunkSaveWorker,Update,(Lzombie/iso/IsoChunk;)V,STRUCTURAL,54,56,2,BRANCH_INV_RESTRUCTURED,1 inv + 26 other opcode diffs (block reorder),18,   30: aload_0  |    31: getfield #33 | >>>34: ifne 38 |    37: return  |    38: aload_1 ,   30: aload_0  |    31: getfield #33 | >>>34: ifeq 154 |    37: aload_1  |    38: ifnull 105
zombie/iso/Helicopter,update,()V,STRUCTURAL,488,488,0,ORIG_EXTRA_INSN,"Original has extra: return, getstatic, ifeq",2,   0: aload_0  |    1: getfield #62 | >>>4: ifne 8 |    7: return  |    8: getstatic #26,   0: aload_0  |    1: getfield #62 | >>>4: ifeq 1052 |    7: getstatic #26 |    10: ifne 1048
zombie/iso/IsoCell,getChunkForGridSquare,(III)Lzombie/iso/IsoChunk;,SORTED_MULTISET,74,74,0,ORIG_EXTRA_INSN,"Original has extra: ifge, goto, iload_1",8,   9: iload 6 |    11: getstatic #116 | >>>14: if_icmpge 133 |    17: aload_0  |    18: getfield #35,   9: iload 6 |    11: getstatic #116 | >>>14: if_icmpge 132 |    17: aload_0  |    18: getfield #35
zombie/iso/IsoCell,recalculateAnyGridStacks,(Lzombie/iso/IsoCell$PerPlayerRender;IIJ)V,SORTED_MULTISET,440,444,4,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+0, return diff=-1",0,>>>0: getstatic #747 |    3: iload_3  |    4: aaload ,>>>0: getstatic #745 |    3: iload_3  |    4: aaload 
zombie/iso/IsoCell,IsCollapsibleBuildingSquare,(Lzombie/iso/IsoGridSquare;)Z,SORTED_MULTISET,155,151,-4,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-3, return diff=+0",1,   0: aload_1  | >>>1: invokevirtual #1268 |    4: getstatic #1499 |    7: invokevirtual #1278,   0: aload_1  | >>>1: invokevirtual #1266 |    4: getstatic #1497 |    7: invokevirtual #1276
zombie/iso/IsoCell,getRandomOutdoorTile,()Lzombie/iso/IsoGridSquare;,SORTED_MULTISET,42,44,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore_2': 2, 'aload_2': 6}",2,   0: aconst_null  |    1: astore_1  | >>>2: aload_0  |    3: aload_0  |    4: getfield #35,   0: aconst_null  |    1: astore_1  | >>>2: aconst_null  |    3: astore_2  |    4: aload_0 
zombie/iso/IsoCell,renderInternal,()V,SORTED_MULTISET,1321,1323,2,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=+0",3,   3: getfield #527 |    6: istore_1  | >>>7: getstatic #747 |    10: iload_1  |    11: aaload ,   3: getfield #527 |    6: istore_1  | >>>7: getstatic #745 |    10: iload_1  |    11: aaload 
zombie/iso/IsoCell,IsBehindStuff,(Lzombie/iso/IsoGridSquare;)Z,STRUCTURAL,103,104,1,ORIG_EXTRA_INSN,"Original has extra: if_icmplt, goto, if_icmple",1,   0: aload_1  | >>>1: invokevirtual #1268 |    4: getstatic #1571 |    7: invokevirtual #1278,   0: aload_1  | >>>1: invokevirtual #1266 |    4: getstatic #1569 |    7: invokevirtual #1276
zombie/iso/IsoCell,getRandomFreeTile,()Lzombie/iso/IsoGridSquare;,SORTED_MULTISET,77,79,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore_3': 2, 'aload_3': 12}",4,   2: iconst_1  |    3: istore_2  | >>>4: iconst_1  |    5: istore_2  |    6: aload_0 ,   2: iconst_1  |    3: istore_2  | >>>4: aconst_null  |    5: astore_3  |    6: iconst_1 
zombie/iso/IsoCell,getRandomOutdoorFreeTile,()Lzombie/iso/IsoGridSquare;,SORTED_MULTISET,83,85,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore_3': 2, 'aload_3': 13}",4,   2: iconst_1  |    3: istore_2  | >>>4: iconst_1  |    5: istore_2  |    6: aload_0 ,   2: iconst_1  |    3: istore_2  | >>>4: aconst_null  |    5: astore_3  |    6: iconst_1 
zombie/iso/IsoCell,getRelativeGridSquare,(III)Lzombie/iso/IsoGridSquare;,SORTED_MULTISET,40,44,4,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=+0",5,   5: aaload  |    6: invokevirtual #137 | >>>9: aload_0  |    10: getfield #35 |    13: iconst_0 ,   5: aaload  |    6: invokevirtual #137 | >>>9: istore 4 |    11: aload_0  |    12: getfield #35
zombie/iso/IsoCell$SnowGrid,init,(I)Lzombie/iso/IsoCell$SnowGrid;,SORTED_MULTISET,708,713,5,BLOCK_REORDER,"Likely block reorder (sim=95.6%), added={'dup': 5, 'invokestatic': 5, 'pop': 5, 'iload_3': 18}, removed={'iload': 18}",3,   1: getfield #1 |    4: getfield #37 | >>>7: ifne 604 |    10: aload_0  |    11: getfield #1,   1: getfield #1 |    4: getfield #37 | >>>7: ifne 629 |    10: aload_0  |    11: getfield #1
zombie/iso/IsoChunk,AddCorpses,(II)V,SORTED_MULTISET,241,243,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'goto': 1, 'aconst_null': 1, 'astore': 1}",0,>>>0: invokestatic #234 |    3: ifne 17 |    6: ldc #239,>>>0: invokestatic #226 |    3: ifne 530 |    6: ldc #231
